t_s,desired_deg,actual_deg,uq,vel_rads,amp,phase
267.2739,10.872,-23.481,0.0424,2.5041,90.0,c9+
267.5380,50.487,13.834,0.4527,1.8957,90.0,c9+
267.8028,86.109,54.179,-0.2696,3.6639,90.0,c9+
268.0847,89.000,73.199,0.2231,1.1986,90.0,c9+
268.3481,89.000,83.264,-0.0861,0.6855,90.0,c9+
268.6112,89.000,86.025,-0.0085,0.1945,90.0,c9+
268.8737,89.000,87.665,0.0264,0.0831,90.0,c9+
269.1375,89.000,87.913,0.1241,-0.0013,90.0,c9+
269.4010,68.402,82.741,-0.3285,-0.5175,90.0,c9-
269.6642,28.792,56.854,-0.3033,-1.4090,90.0,c9-
269.9291,-10.817,21.625,0.0867,-3.2489,90.0,c9-
270.2116,-50.436,-14.434,-0.2009,-2.3081,90.0,c9-
270.4748,-86.077,-53.873,0.0738,-2.5940,90.0,c9-
270.7379,-89.000,-79.918,-0.0849,-1.6355,90.0,c9-
271.0021,-89.000,-82.269,0.2683,-0.9984,90.0,c9-
271.2642,-89.000,-86.440,-0.0270,-0.2951,90.0,c9-
271.5278,-89.000,-87.446,-0.1751,-0.0910,90.0,c9-
271.7929,-89.000,-88.524,-0.0972,-0.0255,90.0,c9-
272.0564,-68.384,-82.129,0.1568,0.7776,90.0,ret0
272.3384,-28.753,-56.725,0.2789,1.6937,90.0,ret0
272.6024,0.000,-26.984,0.2771,1.4732,90.0,ret0
272.8651,0.000,-8.439,-0.0254,1.2676,90.0,ret0
273.1287,0.000,-4.253,0.0584,0.2543,90.0,ret0
273.3911,0.000,-1.950,0.0625,0.1233,90.0,ret0
273.6551,0.000,-0.894,0.0906,0.0498,90.0,ret0
273.9191,0.000,-0.403,0.1114,0.0225,90.0,ret0
